user_id,item_id,rating
1,1,5
2,2,4
3,3,5
4,3,3
5,3,4
6,3,4
7,3,5
8,3,4
9,3,5
10,3,4
11,4,3
12,4,1
13,4,3
14,4,4
15,4,1
16,5,4
17,5,4
18,6,2
19,6,4
20,6,3
21,7,5
22,7,2
23,7,5
24,7,3
25,7,2
26,8,3
27,9,4
28,9,4
29,9,4
30,9,4
31,10,2
32,10,3
33,10,3
34,10,3
35,10,4
36,10,1
37,11,4
38,11,4
39,11,1
40,11,3
41,11,5
42,11,5
43,11,5
44,11,1
45,12,4
46,12,5
47,12,4
48,12,5
49,13,1
50,13,3
51,13,3
52,13,1
53,13,1
54,14,1
55,14,3
56,15,5
57,16,4
58,16,5
59,16,4
60,17,1
61,18,4
62,18,3
63,18,3
64,18,1
65,18,4
66,18,5
67,18,4
68,18,4
69,18,4
70,18,1
71,18,3
72,18,1
73,18,3
74,18,5
75,18,4
76,18,4
77,18,5
78,18,3
79,19,4
80,19,5
81,19,4
82,19,5
83,19,4
84,19,2
85,20,4
86,21,5
87,21,3
88,21,3
89,21,4
90,21,4
91,22,5
92,22,5
93,23,2
94,23,3
95,23,5
96,23,5
97,23,3
98,24,2
99,24,2
100,25,4
101,25,2
102,25,3
103,26,4
104,27,4
57,28,1
105,28,5
106,28,2
107,28,1
108,29,3
109,29,1
110,29,1
111,29,1
112,29,1
113,29,1
114,29,1
115,29,1
116,30,3
117,31,5
118,31,3
119,31,3
120,32,3
121,32,5
122,33,5
123,33,4
124,34,5
125,35,5
126,36,5
127,37,5
128,37,5
129,38,3
130,39,1
131,40,4
132,40,2
133,40,4
134,40,1
135,40,5
136,41,5
137,41,1
138,41,5
139,41,4
140,41,5
141,41,4
142,41,4
143,42,4
144,43,3
145,43,3
146,43,2
147,44,3
148,44,4
149,44,1
150,44,2
151,44,1
152,44,5
153,44,3
154,44,5
155,44,1
156,44,2
157,44,2
158,44,2
159,44,1
160,44,3
161,44,1
162,44,1
163,44,1
164,44,4
165,44,3
166,45,1
167,46,3
168,46,2
169,46,3
170,47,4
171,47,5
105,47,5
172,48,2
103,49,4
173,49,4
174,50,4
175,51,2
176,51,2
177,52,5
178,53,5
179,53,2
180,53,4
181,53,5
182,54,5
183,54,5
184,54,4
185,54,5
186,55,3
187,55,5
188,55,5
189,55,4
190,55,3
191,55,1
192,56,4
193,56,5
194,56,4
195,57,5
196,57,4
197,57,4
198,58,4
129,58,4
199,59,1
200,59,4
201,59,2
202,59,4
203,59,2
204,59,4
205,59,4
206,60,1
207,61,5
208,61,5
209,62,5
210,63,4
211,64,5
212,65,5
213,65,2
214,66,4
108,67,3
215,67,2
216,67,1
217,68,5
218,69,4
219,70,5
220,71,5
221,71,5
222,72,3
223,72,2
224,72,5
225,72,4
226,73,3
227,73,5
228,73,5
229,73,2
27,74,4
230,74,4
231,74,4
232,74,4
233,74,2
234,74,2
235,74,2
236,75,1
237,76,4
238,77,5
239,78,1
240,78,1
241,78,2
242,78,1
243,78,1
244,78,4
216,78,3
245,79,5
246,80,3
247,81,5
248,81,2
249,81,5
250,81,4
251,81,4
252,82,4
253,83,4
254,83,5
255,84,2
256,84,4
257,84,5
258,85,2
259,85,4
260,85,5
261,85,5
262,86,2
263,86,5
264,86,5
265,86,5
266,86,4
267,86,5
268,86,5
269,86,5
270,87,5
31,88,4
271,88,4
272,88,4
273,88,1
274,88,3
275,88,2
58,88,3
276,88,4
277,88,2
278,88,1
279,88,3
280,88,1
281,88,1
173,88,2
282,89,3
283,89,4
284,90,4
120,90,5
285,90,5
286,90,4
287,90,5
288,90,3
289,90,5
290,90,4
291,90,2
292,90,1
293,91,5
294,91,5
295,91,4
296,92,5
297,93,5
298,93,1
299,94,4
300,94,5
301,95,3
302,96,5
303,96,5
304,96,1
305,96,4
306,97,4
307,97,5
308,98,3
309,99,1
310,100,4
311,100,1
312,100,4
313,46,5
314,46,2
315,46,1
316,46,2
317,46,3
318,46,4
319,46,5
320,46,2
321,46,1
322,46,4
323,46,3
324,46,3
325,46,1
326,46,4
327,46,1
328,46,5
329,46,5
330,46,1
331,46,4
332,46,1
333,46,5
334,46,4
335,46,4
336,46,2
337,46,2
338,46,4
339,46,2
340,46,3
341,46,3
342,46,5
343,101,3
344,101,1
345,101,5
346,102,4
347,102,4
348,102,2
349,103,5
350,103,4
351,104,1
352,104,1
353,104,3
354,105,5
355,105,2
356,105,4
357,105,5
358,106,3
359,106,1
360,106,2
361,106,2
362,107,3
363,51,4
364,108,5
365,109,4
366,109,3
367,109,4
368,109,4
369,110,5
370,110,4
371,110,5
372,110,5
373,110,5
374,110,5
375,110,5
376,110,4
377,110,1
378,110,5
379,110,4
380,110,5
381,111,4
382,111,1
383,112,5
384,112,5
385,113,4
386,114,3
387,115,1
86,115,3
388,115,1
389,115,1
390,115,1
391,116,5
211,116,4
392,116,4
393,47,4
394,117,2
395,118,5
396,118,1
397,119,3
398,119,3
399,120,3
120,121,4
400,121,2
401,122,2
402,122,4
403,123,3
404,123,1
405,124,4
406,124,4
407,125,3
408,125,3
409,125,2
410,125,5
411,125,3
412,125,3
413,125,4
414,125,4
415,126,5
416,126,5
417,61,5
418,61,1
419,61,4
420,127,4
421,128,5
422,128,5
50,129,2
423,129,2
424,130,4
425,130,5
426,130,3
427,130,5
428,130,4
429,131,1
430,131,2
431,131,3
432,131,1
433,132,4
434,132,4
435,132,4
436,133,1
437,133,1
438,134,4
397,135,4
439,135,4
440,136,1
441,136,5
442,136,3
443,136,2
444,136,1
445,136,5
446,136,3
447,136,3
448,137,5
449,137,4
450,138,4
451,138,4
452,138,4
453,138,3
454,138,4
455,138,5
456,138,4
457,138,5
458,138,4
459,138,4
460,138,5
461,138,5
462,138,5
463,138,4
464,139,3
465,139,4
466,139,5
467,139,4
430,139,3
468,139,5
469,139,3
470,139,5
471,139,5
472,139,4
473,139,4
474,139,5
475,93,1
476,140,4
477,140,5
478,140,3
126,141,3
479,141,4
270,141,4
57,142,5
480,142,3
481,142,1
482,142,4
483,72,4
484,72,3
485,143,5
486,144,4
487,144,3
488,144,5
489,145,4
490,146,3
491,147,4
492,148,1
183,149,2
493,149,5
494,149,4
495,149,3
496,150,4
497,150,5
498,150,1
499,151,3
500,151,1
501,152,2
502,152,2
503,152,4
504,152,4
505,153,5
506,153,5
507,154,3
508,155,5
509,156,4
510,157,5
511,158,4
512,159,3
513,159,1
514,159,5
515,159,1
516,160,4
517,160,3
518,161,3
186,161,3
519,161,4
520,161,3
521,161,4
522,161,4
523,161,4
524,161,4
405,161,4
525,161,4
526,161,4
406,161,4
527,162,5
11,162,3
528,162,4
529,162,4
530,162,3
531,163,5
532,163,4
533,120,3
534,164,1
535,165,5
536,165,5
537,166,5
538,166,5
539,167,3
540,167,5
387,168,4
541,168,1
542,168,5
543,169,3
544,170,5
545,170,1
546,53,2
244,53,5
547,171,4
548,171,3
549,171,2
550,172,5
551,172,5
552,172,1
553,172,4
554,172,4
555,172,4
10,172,3
556,173,5
557,174,5
558,175,4
559,175,1
560,175,1
561,175,2
562,175,1
563,175,1
564,175,1
565,175,2
566,176,4
567,176,4
568,176,4
569,176,4
570,176,4
571,177,4
572,177,3
573,178,3
574,178,4
575,178,1
576,178,4
577,178,1
578,178,4
579,178,5
580,179,3
581,179,4
582,179,5
186,179,3
583,179,2
584,179,4
197,179,2
585,179,4
